,CH1
Second,Volt
2.75000e-06,-2.40e-02, 
2.75020e-06,-2.40e-02, 
2.75040e-06,-2.40e-02, 
2.75060e-06,-2.40e-02, 
2.75080e-06,-2.40e-02, 
2.75100e-06,-2.40e-02, 
2.75120e-06,-2.40e-02, 
2.75140e-06,-3.20e-02, 
2.75160e-06,-2.40e-02, 
2.75180e-06,-2.40e-02, 
2.75200e-06,-2.40e-02, 
2.75220e-06,-2.40e-02, 
2.75240e-06,-2.40e-02, 
2.75260e-06,-2.40e-02, 
2.75280e-06,-2.40e-02, 
2.75300e-06,-2.40e-02, 
2.75320e-06,-2.40e-02, 
2.75340e-06,-3.20e-02, 
2.75360e-06,-3.20e-02, 
2.75380e-06,-3.20e-02, 
2.75400e-06,-3.20e-02, 
2.75420e-06,-2.40e-02, 
2.75440e-06,-2.40e-02, 
2.75460e-06,-2.40e-02, 
2.75480e-06,-2.40e-02, 
2.75500e-06,-2.40e-02, 
2.75520e-06,-2.40e-02, 
2.75540e-06,-3.20e-02, 
2.75560e-06,-2.40e-02, 
2.75580e-06,-2.40e-02, 
2.75600e-06,-2.40e-02, 
2.75620e-06,-2.40e-02, 
2.75640e-06,-2.40e-02, 
2.75660e-06,-2.40e-02, 
2.75680e-06,-2.40e-02, 
2.75700e-06,-2.40e-02, 
2.75720e-06,-2.40e-02, 
2.75740e-06,-3.20e-02, 
2.75760e-06,-2.40e-02, 
2.75780e-06,-2.40e-02, 
2.75800e-06,-2.40e-02, 
2.75820e-06,-2.40e-02, 
2.75840e-06,-2.40e-02, 
2.75860e-06,-2.40e-02, 
2.75880e-06,-2.40e-02, 
2.75900e-06,-2.40e-02, 
2.75920e-06,-2.40e-02, 
2.75940e-06,-2.40e-02, 
2.75960e-06,-2.40e-02, 
2.75980e-06,-2.40e-02, 
2.76000e-06,-2.40e-02, 
2.76020e-06,-2.40e-02, 
2.76040e-06,-2.40e-02, 
2.76060e-06,-2.40e-02, 
2.76080e-06,-2.40e-02, 
2.76100e-06,-2.40e-02, 
2.76120e-06,-2.40e-02, 
2.76140e-06,-2.40e-02, 
2.76160e-06,-2.40e-02, 
2.76180e-06,-2.40e-02, 
2.76200e-06,-2.40e-02, 
2.76220e-06,-2.40e-02, 
2.76240e-06,-2.40e-02, 
2.76260e-06,-2.40e-02, 
2.76280e-06,-2.40e-02, 
2.76300e-06,-2.40e-02, 
2.76320e-06,-2.40e-02, 
2.76340e-06,-3.20e-02, 
2.76360e-06,-2.40e-02, 
2.76380e-06,-2.40e-02, 
2.76400e-06,-2.40e-02, 
2.76420e-06,-2.40e-02, 
2.76440e-06,-2.40e-02, 
2.76460e-06,-2.40e-02, 
2.76480e-06,-2.40e-02, 
2.76500e-06,-2.40e-02, 
2.76520e-06,-2.40e-02, 
2.76540e-06,-3.20e-02, 
2.76560e-06,-2.40e-02, 
2.76580e-06,-2.40e-02, 
2.76600e-06,-2.40e-02, 
2.76620e-06,-2.40e-02, 
2.76640e-06,-2.40e-02, 
2.76660e-06,-2.40e-02, 
2.76680e-06,-2.40e-02, 
2.76700e-06,-2.40e-02, 
2.76720e-06,-2.40e-02, 
2.76740e-06,-2.40e-02, 
2.76760e-06,-2.40e-02, 
2.76780e-06,-2.40e-02, 
2.76800e-06,-2.40e-02, 
2.76820e-06,-2.40e-02, 
2.76840e-06,-2.40e-02, 
2.76860e-06,-2.40e-02, 
2.76880e-06,-2.40e-02, 
2.76900e-06,-2.40e-02, 
2.76920e-06,-2.40e-02, 
2.76940e-06,-2.40e-02, 
2.76960e-06,-2.40e-02, 
2.76980e-06,-2.40e-02, 
2.77000e-06,-2.40e-02, 
2.77020e-06,-1.60e-02, 
2.77040e-06,-1.60e-02, 
2.77060e-06,-8.00e-03, 
2.77080e-06,0.00e+00, 
2.77100e-06,0.00e+00, 
2.77120e-06,2.40e-02, 
2.77140e-06,4.80e-02, 
2.77160e-06,8.00e-02, 
2.77180e-06,1.12e-01, 
2.77200e-06,1.36e-01, 
2.77220e-06,2.08e-01, 
2.77240e-06,2.72e-01, 
2.77260e-06,3.20e-01, 
2.77280e-06,3.68e-01, 
2.77300e-06,4.08e-01, 
2.77320e-06,4.56e-01, 
2.77340e-06,5.04e-01, 
2.77360e-06,5.28e-01, 
2.77380e-06,5.44e-01, 
2.77400e-06,5.60e-01, 
2.77420e-06,5.68e-01, 
2.77440e-06,5.68e-01, 
2.77460e-06,5.68e-01, 
2.77480e-06,5.68e-01, 
2.77500e-06,5.60e-01, 
2.77520e-06,5.60e-01, 
2.77540e-06,5.52e-01, 
2.77560e-06,5.60e-01, 
2.77580e-06,5.60e-01, 
2.77600e-06,5.60e-01, 
2.77620e-06,5.60e-01, 
2.77640e-06,5.60e-01, 
2.77660e-06,5.68e-01, 
2.77680e-06,5.68e-01, 
2.77700e-06,5.68e-01, 
2.77720e-06,5.68e-01, 
2.77740e-06,5.68e-01, 
2.77760e-06,5.76e-01, 
2.77780e-06,5.76e-01, 
2.77800e-06,5.76e-01, 
2.77820e-06,5.76e-01, 
2.77840e-06,5.76e-01, 
2.77860e-06,5.84e-01, 
2.77880e-06,5.84e-01, 
2.77900e-06,5.84e-01, 
2.77920e-06,5.76e-01, 
2.77940e-06,5.68e-01, 
2.77960e-06,5.68e-01, 
2.77980e-06,5.68e-01, 
2.78000e-06,5.60e-01, 
2.78020e-06,5.44e-01, 
2.78040e-06,5.28e-01, 
2.78060e-06,5.12e-01, 
2.78080e-06,4.88e-01, 
2.78100e-06,4.64e-01, 
2.78120e-06,4.00e-01, 
2.78140e-06,3.36e-01, 
2.78160e-06,2.96e-01, 
2.78180e-06,2.48e-01, 
2.78200e-06,2.00e-01, 
2.78220e-06,1.44e-01, 
2.78240e-06,8.00e-02, 
2.78260e-06,6.40e-02, 
2.78280e-06,4.00e-02, 
2.78300e-06,1.60e-02, 
2.78320e-06,0.00e+00, 
2.78340e-06,-1.60e-02, 
2.78360e-06,-8.00e-03, 
2.78380e-06,0.00e+00, 
2.78400e-06,8.00e-03, 
2.78420e-06,1.60e-02, 
2.78440e-06,1.60e-02, 
2.78460e-06,1.60e-02, 
2.78480e-06,1.60e-02, 
2.78500e-06,1.60e-02, 
2.78520e-06,8.00e-03, 
2.78540e-06,0.00e+00, 
2.78560e-06,0.00e+00, 
